"","munic","Processado","Status"
"3417","2926608","Sim","CAR encontrado"
"3418","2926509","Sim","CAR encontrado"
"3419","2926400","Sim","CAR encontrado"
"3420","2926301","Sim","CAR encontrado"
"3421","2926202","Sim","CAR encontrado"
"3422","2926103","Sim","CAR encontrado"
"3423","2926004","Sim","CAR encontrado"
"3424","2925956","Sim","CAR encontrado"
"3425","2925931","Sim","CAR NÃo encontrado"
"3426","2925907","Sim","CAR encontrado"
"3427","2925808","Sim","CAR encontrado"
"3428","2925758","Sim","CAR encontrado"
"3429","2925709","Sim","CAR encontrado"
"3430","2925600","Sim","CAR encontrado"
"3431","2925501","Sim","CAR encontrado"
"3432","2925402","Sim","CAR encontrado"
"3433","2925303","Sim","CAR encontrado"
"3434","2925253","Sim","CAR encontrado"
"3435","2925204","Sim","CAR encontrado"
"3436","2925105","Sim","CAR encontrado"
"3437","2925006","Sim","CAR encontrado"
"3438","2924900","Sim","CAR encontrado"
"3439","2924801","Sim","CAR encontrado"
"3440","2924702","Sim","CAR encontrado"
"3441","2924678","Sim","CAR encontrado"
"3442","2924652","Sim","CAR encontrado"
"3443","2924603","Sim","CAR encontrado"
"3444","2924504","Sim","CAR encontrado"
"3445","2924405","Sim","CAR encontrado"
"3446","2924306","Sim","CAR encontrado"
"3447","2924207","Sim","CAR encontrado"
"3448","2924108","Sim","CAR encontrado"
"3449","2924058","Sim","CAR encontrado"
"3450","2924009","Sim","CAR encontrado"
"3451","2923902","Sim","CAR encontrado"
"3452","2923803","Sim","CAR encontrado"
"3453","2923704","Sim","CAR encontrado"
"3454","2923605","Sim","CAR encontrado"
"3455","2923506","Sim","CAR encontrado"
"3456","2923407","Sim","CAR encontrado"
"3457","2923357","Sim","CAR encontrado"
"3458","2923308","Sim","CAR encontrado"
"3459","2923209","Sim","CAR encontrado"
"3460","2923100","Sim","CAR encontrado"
"3461","2923050","Sim","CAR encontrado"
"3462","2923035","Sim","CAR encontrado"
"3463","2923001","Sim","CAR encontrado"
"3464","2922904","Sim","CAR encontrado"
"3465","2922854","Sim","CAR encontrado"
"3466","2922805","Sim","CAR encontrado"
"3467","2922755","Sim","CAR encontrado"
"3468","2922730","Sim","CAR encontrado"
"3469","2922706","Sim","CAR encontrado"
"3470","2922656","Sim","CAR encontrado"
"3471","2922607","Sim","CAR encontrado"
"3472","2922508","Sim","CAR encontrado"
"3473","2922409","Sim","CAR encontrado"
"3474","2922300","Sim","CAR encontrado"
"3475","2922250","Sim","CAR encontrado"
"3476","2922201","Sim","CAR encontrado"
"3477","2922102","Sim","CAR encontrado"
"3478","2922052","Sim","CAR encontrado"
"3479","2922003","Sim","CAR encontrado"
"3480","2921906","Sim","CAR encontrado"
"3481","2921807","Sim","CAR encontrado"
"3482","2921708","Sim","CAR encontrado"
"3483","2921609","Sim","CAR encontrado"
"3484","2921500","Sim","CAR encontrado"
"3485","2921450","Sim","CAR encontrado"
"3486","2921401","Sim","CAR encontrado"
"3487","2921302","Sim","CAR encontrado"
"3488","2921203","Sim","CAR encontrado"
"3489","2921104","Sim","CAR encontrado"
"3490","2921054","Sim","CAR encontrado"
"3491","2921005","Sim","CAR encontrado"
"3492","2920908","Sim","CAR encontrado"
"3493","2920809","Sim","CAR encontrado"
"3494","2920700","Sim","CAR encontrado"
"3495","2920601","Sim","CAR encontrado"
"3496","2920502","Sim","CAR encontrado"
"3497","2920452","Sim","CAR encontrado"
"3498","2920403","Sim","CAR encontrado"
"3499","2920304","Sim","CAR encontrado"
"3500","2920205","Sim","CAR encontrado"
"3501","2920106","Sim","CAR encontrado"
"3502","2920007","Sim","CAR encontrado"
"3503","2919959","Sim","CAR encontrado"
"3504","2919926","Sim","CAR NÃo encontrado"
"3505","2919900","Sim","CAR encontrado"
"3506","2919801","Sim","CAR encontrado"
"3507","2919702","Sim","CAR encontrado"
"3508","2919603","Sim","CAR encontrado"
"3509","2919553","Sim","CAR encontrado"
"3510","2919504","Sim","CAR encontrado"
"3511","2919405","Sim","CAR encontrado"
"3512","2919306","Sim","CAR encontrado"
"3513","2919207","Sim","CAR encontrado"
"3514","2919157","Sim","CAR encontrado"
"3515","2919108","Sim","CAR encontrado"
"3516","2919058","Sim","CAR encontrado"
"3517","2919009","Sim","CAR encontrado"
"3518","2918902","Sim","CAR encontrado"
"3519","2918803","Sim","CAR encontrado"
"3520","2918753","Sim","CAR encontrado"
"3521","2918704","Sim","CAR encontrado"
"3522","2918605","Sim","CAR encontrado"
"3523","2918555","Sim","CAR encontrado"
"3524","2918506","Sim","CAR encontrado"
"3525","2918456","Sim","CAR encontrado"
"3526","2918407","Sim","CAR encontrado"
"3527","2918357","Sim","CAR encontrado"
"3528","2918308","Sim","CAR encontrado"
"3529","2918209","Sim","CAR encontrado"
"3530","2918100","Sim","CAR encontrado"
"3531","2918001","Sim","CAR encontrado"
"3532","2917904","Sim","CAR encontrado"
"3533","2917805","Sim","CAR encontrado"
"3534","2917706","Sim","CAR encontrado"
"3535","2917607","Sim","CAR encontrado"
"3536","2917508","Sim","CAR encontrado"
"3537","2917409","Sim","CAR encontrado"
"3538","2917359","Sim","CAR encontrado"
"3539","2917334","Sim","CAR encontrado"
"3540","2917300","Sim","CAR encontrado"
"3541","2917201","Sim","CAR encontrado"
"3542","2917102","Sim","CAR encontrado"
"3543","2917003","Sim","CAR encontrado"
"3544","2916906","Sim","CAR encontrado"
"3545","2916856","Sim","CAR encontrado"
"3546","2916807","Sim","CAR encontrado"
"3547","2916708","Sim","CAR encontrado"
"3548","2916609","Sim","CAR encontrado"
"3549","2916500","Sim","CAR encontrado"
"3550","2916401","Sim","CAR encontrado"
"3551","2916302","Sim","CAR encontrado"
"3552","2916203","Sim","CAR encontrado"
"3553","2916104","Sim","CAR encontrado"
"3554","2916005","Sim","CAR encontrado"
"3555","2915908","Sim","CAR encontrado"
"3556","2915809","Sim","CAR encontrado"
"3557","2915700","Sim","CAR encontrado"
"3558","2915601","Sim","CAR encontrado"
"3559","2915502","Sim","CAR encontrado"
"3560","2915403","Sim","CAR encontrado"
"3561","2915353","Sim","CAR encontrado"
"3562","2915304","Sim","CAR encontrado"
"3563","2915205","Sim","CAR encontrado"
"3564","2915106","Sim","CAR encontrado"
"3565","2915007","Sim","CAR encontrado"
"3566","2914901","Sim","CAR encontrado"
"3567","2914802","Sim","CAR encontrado"
"3568","2914703","Sim","CAR encontrado"
"3569","2914653","Sim","CAR encontrado"
"3570","2914604","Sim","CAR encontrado"
"3571","2914505","Sim","CAR encontrado"
"3572","2914406","Sim","CAR encontrado"
"3573","2914307","Sim","CAR encontrado"
"3574","2914208","Sim","CAR encontrado"
"3575","2914109","Sim","CAR encontrado"
"3576","2914000","Sim","CAR encontrado"
"3577","2913903","Sim","CAR encontrado"
"3578","2913804","Sim","CAR encontrado"
"3579","2913705","Sim","CAR encontrado"
"3580","2913606","Sim","CAR encontrado"
"3581","2913507","Sim","CAR encontrado"
"3582","2913457","Sim","CAR encontrado"
"3583","2913408","Sim","CAR encontrado"
"3584","2913309","Sim","CAR encontrado"
"3585","2913200","Sim","CAR encontrado"
"3586","2913101","Sim","CAR encontrado"
"3587","2913002","Sim","CAR encontrado"
"3588","2912905","Sim","CAR encontrado"
"3589","2912806","Sim","CAR encontrado"
"3590","2912707","Sim","CAR encontrado"
"3591","2912608","Sim","CAR encontrado"
"3592","2912509","Sim","CAR encontrado"
"3593","2912400","Sim","CAR encontrado"
"3594","2912301","Sim","CAR encontrado"
"3595","2912202","Sim","CAR encontrado"
"3596","2912103","Sim","CAR encontrado"
"3597","2912004","Sim","CAR encontrado"
"3598","2911907","Sim","CAR encontrado"
"3599","2911857","Sim","CAR encontrado"
"3600","2911808","Sim","CAR encontrado"
"3601","2911709","Sim","CAR encontrado"
"3602","2911659","Sim","CAR encontrado"
"3603","2911600","Sim","CAR encontrado"
"3604","2911501","Sim","CAR encontrado"
"3605","2911402","Sim","CAR encontrado"
"3606","2911303","Sim","CAR encontrado"
"3607","2911253","Sim","CAR encontrado"
"3608","2911204","Sim","CAR encontrado"
"3609","2911105","Sim","CAR encontrado"
"3610","2911006","Sim","CAR encontrado"
"3611","2910909","Sim","CAR encontrado"
"3612","2910859","Sim","CAR encontrado"
"3613","2910800","Sim","CAR encontrado"
"3614","2910776","Sim","CAR encontrado"
"3615","2910750","Sim","CAR encontrado"
"3616","2910727","Sim","CAR encontrado"
"3617","2910701","Sim","CAR encontrado"
"3618","2910602","Sim","CAR encontrado"
"3619","2900504","Sim","CAR encontrado"
"3620","2910503","Sim","CAR encontrado"
"3621","2910404","Sim","CAR encontrado"
"3622","2910305","Sim","CAR encontrado"
"3623","2910206","Sim","CAR encontrado"
"3624","2910107","Sim","CAR encontrado"
"3625","2910057","Sim","CAR encontrado"
"3626","2910008","Sim","CAR encontrado"
"3627","2909901","Sim","CAR encontrado"
"3628","2909802","Sim","CAR encontrado"
"3629","2909703","Sim","CAR encontrado"
"3630","2909604","Sim","CAR encontrado"
"3631","2909505","Sim","CAR encontrado"
"3632","2909406","Sim","CAR encontrado"
"3633","2909307","Sim","CAR encontrado"
"3634","2909208","Sim","CAR encontrado"
"3635","2909109","Sim","CAR encontrado"
"3636","2909000","Sim","CAR encontrado"
"3637","2908903","Sim","CAR encontrado"
"3638","2908804","Sim","CAR encontrado"
"3639","2908705","Sim","CAR encontrado"
"3640","2908606","Sim","CAR encontrado"
"3641","2908507","Sim","CAR encontrado"
"3642","2908408","Sim","CAR encontrado"
"3643","2908309","Sim","CAR encontrado"
"3644","2908200","Sim","CAR encontrado"
"3645","2908101","Sim","CAR encontrado"
"3646","2908002","Sim","CAR encontrado"
"3647","2907905","Sim","CAR encontrado"
"3648","2907806","Sim","CAR encontrado"
"3649","2907707","Sim","CAR encontrado"
"3650","2907608","Sim","CAR encontrado"
"3651","2907558","Sim","CAR encontrado"
"3652","2907509","Sim","CAR encontrado"
"3653","2907400","Sim","CAR encontrado"
"3654","2907301","Sim","CAR encontrado"
"3655","2907202","Sim","CAR encontrado"
"3656","2907103","Sim","CAR encontrado"
"3657","2907004","Sim","CAR encontrado"
"3658","2906907","Sim","CAR encontrado"
"3659","2906899","Sim","CAR encontrado"
"3660","2906873","Sim","CAR encontrado"
"3661","2906857","Sim","CAR encontrado"
"3662","2906824","Sim","CAR encontrado"
"3663","2906808","Sim","CAR encontrado"
"3664","2906709","Sim","CAR encontrado"
"3665","2906600","Sim","CAR encontrado"
"3666","2906501","Sim","CAR encontrado"
"3667","2906402","Sim","CAR encontrado"
"3668","2906303","Sim","CAR encontrado"
"3669","2906204","Sim","CAR encontrado"
"3670","2906105","Sim","CAR encontrado"
"3671","2906006","Sim","CAR encontrado"
"3672","2905909","Sim","CAR encontrado"
"3673","2905800","Sim","CAR encontrado"
"3674","2905701","Sim","CAR encontrado"
"3675","2905602","Sim","CAR encontrado"
"3676","2905503","Sim","CAR encontrado"
"3677","2905404","Sim","CAR encontrado"
"3678","2905305","Sim","CAR encontrado"
"3679","2905206","Sim","CAR encontrado"
"3680","2905156","Sim","CAR encontrado"
"3681","2905107","Sim","CAR encontrado"
"3682","2905008","Sim","CAR encontrado"
"3683","2904902","Sim","CAR encontrado"
"3684","2904852","Sim","CAR encontrado"
"3685","2904803","Sim","CAR encontrado"
"3686","2904753","Sim","CAR encontrado"
"3687","2904704","Sim","CAR encontrado"
"3688","2904605","Sim","CAR encontrado"
"3689","2904506","Sim","CAR encontrado"
"3690","2904407","Sim","CAR encontrado"
"3691","2904308","Sim","CAR encontrado"
"3692","2904209","Sim","CAR encontrado"
"3693","2904100","Sim","CAR encontrado"
"3694","2904050","Sim","CAR encontrado"
"3695","2904001","Sim","CAR encontrado"
"3696","2903953","Sim","CAR encontrado"
"3697","2903904","Sim","CAR encontrado"
"3698","2903805","Sim","CAR encontrado"
"3699","2903706","Sim","CAR encontrado"
"3700","2903607","Sim","CAR encontrado"
"3701","2903508","Sim","CAR encontrado"
"3702","2903409","Sim","CAR encontrado"
"3703","2903276","Sim","CAR encontrado"
"3704","2903300","Sim","CAR encontrado"
"3705","2903235","Sim","CAR encontrado"
"3706","2903201","Sim","CAR encontrado"
"3707","2903102","Sim","CAR encontrado"
"3708","2903003","Sim","CAR encontrado"
"3709","2902906","Sim","CAR encontrado"
"3710","2902807","Sim","CAR encontrado"
"3711","2902708","Sim","CAR encontrado"
"3712","2902658","Sim","CAR encontrado"
"3713","2902609","Sim","CAR encontrado"
"3714","2902500","Sim","CAR encontrado"
"3715","2902401","Sim","CAR encontrado"
"3716","2902302","Sim","CAR encontrado"
"3717","2902252","Sim","CAR encontrado"
"3718","2902203","Sim","CAR encontrado"
"3719","2902104","Sim","CAR encontrado"
"3720","2902005","Sim","CAR encontrado"
"3721","2902054","Sim","CAR encontrado"
"3722","2901957","Sim","CAR encontrado"
"3723","2901908","Sim","CAR encontrado"
"3724","2901809","Sim","CAR encontrado"
"3725","2901700","Sim","CAR encontrado"
"3726","2901601","Sim","CAR encontrado"
"3727","2901502","Sim","CAR encontrado"
"3728","2901403","Sim","CAR encontrado"
"3729","2901353","Sim","CAR encontrado"
"3730","2901304","Sim","CAR encontrado"
"3731","2901205","Sim","CAR encontrado"
"3732","2901155","Sim","CAR encontrado"
"3733","2901106","Sim","CAR encontrado"
"3734","2901007","Sim","CAR encontrado"
"3735","2900900","Sim","CAR encontrado"
"3736","2900801","Sim","CAR encontrado"
"3737","2900702","Sim","CAR encontrado"
"3738","2900603","Sim","CAR encontrado"
"3739","2900405","Sim","CAR encontrado"
"3740","2900355","Sim","CAR encontrado"
"3741","2900306","Sim","CAR encontrado"
"3742","2900207","Sim","CAR encontrado"
"3743","2900108","Sim","CAR encontrado"
"3744","2807600","Sim","CAR encontrado"
"3745","2807501","Sim","CAR encontrado"
"3746","2807402","Sim","CAR encontrado"
"3747","2807303","Sim","CAR encontrado"
"3748","2807204","Sim","CAR encontrado"
"3749","2807105","Sim","CAR encontrado"
"3750","2807006","Sim","CAR encontrado"
"3751","2806909","Sim","CAR encontrado"
"3752","2806800","Sim","CAR encontrado"
"3753","2806701","Sim","CAR encontrado"
"3754","2806602","Sim","CAR encontrado"
"3755","2806404","Sim","CAR encontrado"
"3756","2806503","Sim","CAR encontrado"
"3757","2806305","Sim","CAR encontrado"
"3758","2806206","Sim","CAR encontrado"
"3759","2806107","Sim","CAR encontrado"
"3760","2806008","Sim","CAR encontrado"
"3761","2805901","Sim","CAR encontrado"
"3762","2805802","Sim","CAR encontrado"
"3763","2805703","Sim","CAR encontrado"
"3764","2805604","Sim","CAR encontrado"
"3765","2805505","Sim","CAR encontrado"
"3766","2805406","Sim","CAR encontrado"
"3767","2805307","Sim","CAR encontrado"
"3768","2805208","Sim","CAR encontrado"
"3769","2805109","Sim","CAR encontrado"
"3770","2805000","Sim","CAR encontrado"
"3771","2804904","Sim","CAR NÃo encontrado"
"3772","2804805","Sim","CAR encontrado"
"3773","2804706","Sim","CAR encontrado"
"3774","2804607","Sim","CAR encontrado"
"3775","2804508","Sim","CAR encontrado"
"3776","2804458","Sim","CAR encontrado"
"3777","2804409","Sim","CAR encontrado"
"3778","2804300","Sim","CAR encontrado"
"3779","2804201","Sim","CAR encontrado"
"3780","2804102","Sim","CAR encontrado"
"3781","2804003","Sim","CAR encontrado"
"3782","2803906","Sim","CAR encontrado"
"3783","2803807","Sim","CAR encontrado"
"3784","2803708","Sim","CAR encontrado"
"3785","2803609","Sim","CAR encontrado"
"3786","2803500","Sim","CAR encontrado"
"3787","2803401","Sim","CAR NÃo encontrado"
"3788","2803302","Sim","CAR encontrado"
"3789","2803203","Sim","CAR encontrado"
"3790","2803104","Sim","CAR encontrado"
"3791","2803005","Sim","CAR encontrado"
"3792","2802908","Sim","CAR encontrado"
"3793","2802809","Sim","CAR encontrado"
"3794","2802700","Sim","CAR encontrado"
"3795","2802601","Sim","CAR encontrado"
"3796","2802502","Sim","CAR encontrado"
"3797","2802403","Sim","CAR encontrado"
"3798","2802304","Sim","CAR encontrado"
"3799","2802205","Sim","CAR encontrado"
"3800","2802106","Sim","CAR encontrado"
"3801","2802007","Sim","CAR encontrado"
"3802","2801900","Sim","CAR encontrado"
"3803","2801702","Sim","CAR encontrado"
"3804","2801603","Sim","CAR encontrado"
"3805","2801504","Sim","CAR encontrado"
"3806","2801405","Sim","CAR encontrado"
"3807","2801306","Sim","CAR encontrado"
"3808","2801207","Sim","CAR encontrado"
"3809","2801108","Sim","CAR encontrado"
"3810","2801009","Sim","CAR encontrado"
"3811","2800704","Sim","CAR encontrado"
"3812","2800670","Sim","CAR encontrado"
"3813","2800605","Sim","CAR encontrado"
"3814","2800506","Sim","CAR encontrado"
"3815","2800407","Sim","CAR encontrado"
"3816","2800308","Sim","CAR encontrado"
"3817","2800209","Sim","CAR encontrado"
"3818","2800100","Sim","CAR encontrado"
"3819","2709400","Sim","CAR encontrado"
"3820","2709301","Sim","CAR encontrado"
"3821","2709202","Sim","CAR encontrado"
"3822","2709152","Sim","CAR encontrado"
"3823","2709103","Sim","CAR encontrado"
"3824","2709004","Sim","CAR encontrado"
"3825","2708956","Sim","CAR encontrado"
"3826","2708907","Sim","CAR encontrado"
"3827","2708808","Sim","CAR encontrado"
"3828","2708709","Sim","CAR encontrado"
"3829","2708600","Sim","CAR encontrado"
"3830","2708501","Sim","CAR encontrado"
"3831","2708402","Sim","CAR encontrado"
"3832","2708303","Sim","CAR encontrado"
"3833","2708204","Sim","CAR encontrado"
"3834","2708105","Sim","CAR encontrado"
"3835","2708006","Sim","CAR encontrado"
"3836","2707909","Sim","CAR encontrado"
"3837","2707800","Sim","CAR encontrado"
"3838","2707701","Sim","CAR encontrado"
"3839","2707602","Sim","CAR encontrado"
"3840","2707503","Sim","CAR encontrado"
"3841","2707404","Sim","CAR encontrado"
"3842","2707305","Sim","CAR encontrado"
"3843","2707206","Sim","CAR encontrado"
"3844","2707107","Sim","CAR encontrado"
"3845","2707008","Sim","CAR encontrado"
"3846","2706901","Sim","CAR encontrado"
"3847","2706802","Sim","CAR encontrado"
"3848","2706703","Sim","CAR encontrado"
"3849","2706604","Sim","CAR encontrado"
"3850","2706505","Sim","CAR encontrado"
"3851","2706448","Sim","CAR encontrado"
"3852","2706422","Sim","CAR encontrado"
"3853","2706406","Sim","CAR encontrado"
"3854","2706307","Sim","CAR encontrado"
"3855","2706208","Sim","CAR encontrado"
"3856","2706109","Sim","CAR encontrado"
"3857","2706000","Sim","CAR encontrado"
"3858","2705903","Sim","CAR encontrado"
"3859","2705804","Sim","CAR encontrado"
"3860","2705705","Sim","CAR encontrado"
"3861","2705606","Sim","CAR encontrado"
"3862","2705507","Sim","CAR encontrado"
"3863","2705408","Sim","CAR encontrado"
"3864","2705309","Sim","CAR encontrado"
"3865","2705200","Sim","CAR encontrado"
"3866","2705101","Sim","CAR encontrado"
"3867","2705002","Sim","CAR encontrado"
"3868","2704807","Sim","CAR encontrado"
"3869","2704708","Sim","CAR encontrado"
"3870","2704609","Sim","CAR encontrado"
"3871","2704500","Sim","CAR encontrado"
"3872","2704906","Sim","CAR encontrado"
"3873","2704401","Sim","CAR encontrado"
"3874","2704302","Sim","CAR encontrado"
"3875","2704203","Sim","CAR encontrado"
"3876","2704104","Sim","CAR encontrado"
